Student_ID,Age,Gender,Education_Level,Course_Name,Time_Spent_on_Videos,Quiz_Attempts,Quiz_Scores,Forum_Participation,Assignment_Completion_Rate,Engagement_Level,Final_Exam_Score,Learning_Style,Feedback_Score,Dropout_Likelihood
S02750,0.2844622423176081,1,0,4,1.148079022854836,1.3357548985767576,-1.0636081732362561,0.7246405036719431,-0.08910182453124146,1,88,0,5,0
S02751,1.2782862381168194,1,1,4,1.437526252468611,1.3357548985767576,-1.6550876055828903,-0.2523589619771644,1.2357895410095832,2,56,3,1,0
S02752,0.5826094410573714,1,2,0,0.6750798915347651,-1.3366456987758755,1.2530196034547272,0.8642118559075299,-1.0107653831683368,0,32,0,4,0
S02753,-0.41121455474183993,1,2,1,1.5081231377402633,0.44495469945921323,-1.6550876055828903,-1.089787075390685,-0.37712168660533374,1,45,1,5,0
S02754,-1.106891351801288,1,2,3,0.6468411374261042,-0.4458454996583311,-1.408637842105126,1.0037832081431166,-1.6444090797313398,2,30,3,4,0
S02755,0.5826094410573714,1,2,2,0.44916985866547743,0.44495469945921323,0.8094100291947516,1.6318542932032571,0.8325617341058539,0,76,3,4,0
S02756,-0.8087441530615246,1,1,2,-1.4428266666148069,-1.3366456987758755,-0.6692885516718334,-0.7408586948017182,0.60214584444658,0,45,2,2,0
S02757,0.3838446418975292,0,2,0,0.20914044874185928,-0.4458454996583311,1.6966291777147027,1.0735688842609101,1.2357895410095832,2,93,0,4,0
S02758,0.08569744315776577,1,2,0,1.4163471868871151,-1.3366456987758755,-1.408637842105126,-0.880430047037305,1.2357895410095832,2,62,1,5,1
S02759,1.4770510372766619,0,1,4,1.317511547506802,0.44495469945921323,1.4501794142369384,-0.11278760974157763,-1.0683693555831553,0,91,1,5,0
S02760,-0.5105969543217611,0,2,0,-1.0898422402565449,-0.4458454996583311,0.7601200764991988,-1.229358427626272,0.08371009271321392,0,92,2,1,0
S02761,-1.2062737513812092,1,2,0,-0.2779780596325423,-1.3366456987758755,-1.5072177474962316,0.8642118559075299,0.60214584444658,2,44,2,3,0
S02762,-0.41121455474183993,1,0,4,0.7880349079694089,-1.3366456987758755,0.710830123803646,-1.089787075390685,-0.9531614107535183,1,61,0,4,0
S02763,0.5826094410573714,1,0,0,1.4940037606859329,-0.4458454996583311,-0.9157383151495977,-1.3689297798618587,0.6597498168613986,1,84,0,1,0
S02764,1.1789038385368984,1,2,1,-0.9980662894033967,-1.3366456987758755,-1.112898125931809,-1.229358427626272,0.7749577616910355,0,82,0,5,1
S02765,-1.106891351801288,1,2,1,1.0704224490560186,0.44495469945921323,0.41509040763032895,-0.9502157231550984,1.5814133754984938,0,30,3,2,0
S02766,1.2782862381168194,1,2,2,0.7244977112249218,-1.3366456987758755,-1.2114780313229148,0.02678374249400916,0.7749577616910355,2,90,0,5,0
S02767,-1.6038033497008937,2,0,3,-1.2310360107998497,-0.4458454996583311,-1.112898125931809,-0.2523589619771644,0.42933392720212465,0,72,1,5,0
S02768,0.1850798427376869,0,2,3,1.5646006459575852,-1.3366456987758755,-0.817158409758492,-1.0200013992728918,-0.08910182453124146,2,43,0,5,0
S02769,-0.5105969543217611,1,0,2,0.053827301144223995,-0.4458454996583311,-0.521418693585175,-0.531501666448338,1.1781855685947646,0,68,0,4,0
S02770,0.1850798427376869,1,0,4,-0.20032148583372464,1.3357548985767576,-1.6057976528873374,1.0735688842609101,1.6966213203281308,2,80,3,4,1
S02771,-1.3056561509611302,2,2,0,0.49152798982846885,1.3357548985767576,0.8586999818903045,-0.4617159903305446,-0.6651415486794261,2,49,1,3,0
S02772,-1.4050385505410514,0,2,2,-0.976887223821901,1.3357548985767576,-0.3242588828029636,-1.2991441037440654,1.0629776237651276,2,83,2,4,1
S02773,1.6758158364365041,0,2,0,-1.7322738962285817,0.44495469945921323,-0.7678684570629392,0.5850691514363563,0.717353789276217,1,72,3,2,1
S02774,-1.2062737513812092,1,2,2,-1.6616770109569292,1.3357548985767576,-0.12709907202075227,0.5152834753185629,0.7749577616910355,1,73,3,2,0
S02775,-1.2062737513812092,1,2,2,-1.358110404288824,0.44495469945921323,-1.0636081732362561,1.0037832081431166,-1.1259733279979738,0,53,2,1,1
S02776,-1.2062737513812092,0,0,1,-0.4968284039746647,-1.3366456987758755,1.4501794142369384,-0.6710730186839248,0.9477696789354908,2,73,2,5,0
S02777,-1.3056561509611302,1,1,3,-1.5557816830494506,-1.3366456987758755,-1.3593478894095732,0.44549779920076954,-1.413993190072066,1,45,2,2,0
S02778,0.3838446418975292,0,1,3,-0.4121121416486818,-1.3366456987758755,0.3658004549347761,-1.089787075390685,0.5445418720317616,0,94,2,5,0
S02779,1.1789038385368984,0,2,4,-0.8286337647514309,-1.3366456987758755,-0.3242588828029636,1.0735688842609101,-0.8379534659238814,2,58,3,1,0
S02780,-0.013684956422155378,0,2,0,-1.0121856664577271,0.44495469945921323,0.07006073876145907,-1.0200013992728918,-1.0107653831683368,0,84,0,5,0
S02781,-1.703185749280815,0,2,3,-0.059127715290419845,-0.4458454996583311,-1.3100579367140204,-0.531501666448338,-0.7227455210942445,1,85,0,1,0
S02782,-1.3056561509611302,0,2,2,0.36445359633949453,-1.3366456987758755,0.9572798872814101,0.5152834753185629,-1.413993190072066,2,33,2,2,0
S02783,-0.41121455474183993,1,1,3,-1.2310360107998497,1.3357548985767576,0.7601200764991988,0.09656941861180256,-0.37712168660533374,0,69,3,5,0
S02784,-0.21244975558199766,1,2,3,-0.6521415515723,-0.4458454996583311,1.2530196034547272,-0.3919303142127512,-1.0107653831683368,2,68,1,2,0
S02785,1.6758158364365041,0,2,3,1.4587053180501066,1.3357548985767576,1.6966291777147027,1.4922829409676703,0.02610612029839546,0,76,3,1,0
S02786,-1.4050385505410514,1,1,4,1.3598696786697932,-0.4458454996583311,0.3658004549347761,-1.0200013992728918,-0.2619137417756968,0,47,0,2,0
S02787,-0.41121455474183993,1,0,1,0.7950945964965741,0.44495469945921323,1.006569839976963,-0.11278760974157763,1.0629776237651276,0,43,1,4,0
S02788,-0.6099793539016822,0,1,4,-1.329871650180163,-0.4458454996583311,1.598049272323597,0.7944261797897365,-0.08910182453124146,2,54,3,1,0
S02789,-1.5044209501209724,1,2,0,1.0633627605288534,-0.4458454996583311,1.4994693669324912,-0.3919303142127512,-0.5499336038497892,0,82,3,1,0
S02790,-0.21244975558199766,0,0,1,-1.449886355141972,-0.4458454996583311,-1.3593478894095732,-0.2523589619771644,1.0629776237651276,0,37,2,2,0
S02791,-0.21244975558199766,1,2,2,1.5504812689032548,0.44495469945921323,1.30230955615028,-0.3221446380949578,1.1205815961799461,2,79,0,4,0
S02792,1.5764334368565829,0,0,0,-1.0545437976207186,1.3357548985767576,-0.5707086462807278,0.7246405036719431,-1.5868051073165215,2,92,0,1,0
S02793,1.0795214389569772,1,1,2,-0.8992306500230833,-1.3366456987758755,-0.22567897741185794,0.44549779920076954,-0.9531614107535183,2,48,1,5,0
S02794,0.8807566397971349,0,2,4,-1.5134235518864592,0.44495469945921323,1.3515995088458328,0.23614077084738935,0.8901657065206723,1,81,3,3,0
S02795,0.8807566397971349,1,2,2,-0.9627678467675705,1.3357548985767576,-0.6692885516718334,-1.438715455979652,-0.9531614107535183,2,80,3,4,0
S02796,1.2782862381168194,1,1,0,-0.27091837110537703,-0.4458454996583311,1.2037296507591744,1.0735688842609101,0.717353789276217,2,69,2,2,0
S02797,-1.2062737513812092,0,2,1,-1.3369313387073283,-1.3366456987758755,0.11935069145701191,0.16635509472959595,-1.2411812728276106,1,68,2,2,0
S02798,-0.9081265526414457,0,0,3,0.011469169981232555,-0.4458454996583311,1.1051497453680685,0.8642118559075299,-1.2411812728276106,2,80,3,1,0
S02799,0.08569744315776577,1,0,3,1.4163471868871151,0.44495469945921323,-1.408637842105126,-1.438715455979652,-1.3563892176572476,2,65,2,3,0
S02800,-0.11306735600207653,0,0,2,-0.44035089575734276,0.44495469945921323,-1.5565077001917844,-0.3221446380949578,-0.20430976936087838,1,77,1,5,0
S02801,-1.3056561509611302,0,2,3,-1.718154519174251,1.3357548985767576,-1.704377558278443,0.5152834753185629,-0.9531614107535183,2,95,0,4,1
S02802,0.4832270414774503,1,2,4,0.4632892357198079,-1.3366456987758755,0.5629602657169874,-1.5782868082152388,-1.6444090797313398,2,79,1,2,0
S02803,1.5764334368565829,0,0,0,0.5127070554099645,-1.3366456987758755,-0.9157383151495977,1.1433545603787034,-0.08910182453124146,2,82,2,3,0
S02804,0.980139039377056,0,0,0,0.24443889137768546,-0.4458454996583311,-0.3735488354985165,0.44549779920076954,0.31412598237248773,0,49,2,3,0
S02805,-0.9081265526414457,1,1,3,-1.033364732039223,1.3357548985767576,0.6122502184125402,1.213140236496497,-0.9531614107535183,2,42,1,2,0
S02806,-1.2062737513812092,1,2,2,0.03264823556272827,1.3357548985767576,-0.12709907202075227,1.4922829409676703,1.5814133754984938,2,45,1,2,0
S02807,0.5826094410573714,0,2,3,-0.03794864970892412,1.3357548985767576,0.41509040763032895,-0.8106443709195116,-0.4347256590201522,2,48,2,2,0
S02808,0.980139039377056,0,2,2,-1.449886355141972,-1.3366456987758755,-0.22567897741185794,0.8642118559075299,0.6597498168613986,1,83,3,3,1
S02809,-0.8087441530615246,0,0,2,0.1244241864158764,1.3357548985767576,1.5487593196280443,-0.6012873425661314,1.466205430668857,2,32,0,1,0
S02810,-1.703185749280815,0,1,2,0.36445359633949453,-0.4458454996583311,-0.6199985989762806,-1.7178581604508256,1.4086014582540385,0,73,3,5,0
S02811,0.3838446418975292,0,2,1,-1.181618191109693,0.44495469945921323,1.2530196034547272,-0.4617159903305446,-1.298785245242429,2,95,0,3,0
S02812,-0.9081265526414457,1,2,0,-0.6733206171537957,0.44495469945921323,-0.9157383151495977,1.3527115887320835,-0.031497852116422996,1,94,2,4,0
S02813,-1.5044209501209724,0,1,2,-1.0827825517293796,-1.3366456987758755,1.4501794142369384,-1.089787075390685,1.4086014582540385,2,58,3,1,0
S02814,-1.3056561509611302,0,2,3,-0.43329120723017756,-1.3366456987758755,0.2672205495436704,0.23614077084738935,-0.8379534659238814,2,97,3,3,1
S02815,0.5826094410573714,1,0,0,-1.5204832404136244,-0.4458454996583311,-1.5565077001917844,0.7246405036719431,0.31412598237248773,2,61,0,4,0
S02816,0.2844622423176081,0,0,4,-0.8498128303329266,1.3357548985767576,-1.0143182205407033,0.30592644696518273,0.42933392720212465,1,99,1,2,1
S02817,-1.3056561509611302,0,0,1,0.9574674326213747,0.44495469945921323,-1.5072177474962316,1.0735688842609101,-0.3195177141905153,2,31,3,4,1
S02818,1.6758158364365041,1,2,3,1.6634362853378986,-1.3366456987758755,1.6473392250191499,1.0735688842609101,0.42933392720212465,2,69,1,5,0
S02819,-1.106891351801288,0,0,3,1.3457503016154628,-1.3366456987758755,1.0558597926725157,0.30592644696518273,0.717353789276217,0,58,3,3,0
S02820,0.980139039377056,0,2,1,-1.6193188797939377,1.3357548985767576,-1.5072177474962316,-0.11278760974157763,1.2933935134244015,0,66,0,3,0
S02821,-0.41121455474183993,1,2,4,-0.0520680267632546,0.44495469945921323,-0.07780911932519943,0.37571212308297613,-0.14670579694605992,0,93,2,5,0
S02822,-0.3118321551619188,2,2,2,-0.10148584645341129,-1.3366456987758755,-0.2749689301074108,0.23614077084738935,1.6390173479133123,0,55,1,1,0
S02823,-0.013684956422155378,1,1,4,1.0492433834745227,-0.4458454996583311,-1.4579277948006788,0.7944261797897365,1.35099748583922,1,36,0,3,0
S02824,-0.21244975558199766,1,2,0,-0.6097834204093086,0.44495469945921323,0.9079899345858573,-1.5782868082152388,-1.1259733279979738,2,39,0,2,0
S02825,0.08569744315776577,0,2,4,-1.2522150763813453,0.44495469945921323,-0.22567897741185794,1.7016399693210507,1.466205430668857,2,52,1,3,0
S02826,-0.9081265526414457,0,2,1,1.6210781541749073,0.44495469945921323,0.3165105022392233,-1.6480724843330323,-0.031497852116422996,0,52,1,3,0
S02827,-0.7093617534816034,1,2,0,1.0986612031646794,0.44495469945921323,-0.2749689301074108,-1.1595727515084786,-1.2411812728276106,2,46,0,4,1
S02828,0.1850798427376869,1,0,2,0.7244977112249218,-0.4458454996583311,-0.6692885516718334,-1.229358427626272,0.9477696789354908,2,74,3,4,1
S02829,-1.2062737513812092,0,2,0,0.908049612931218,1.3357548985767576,0.5629602657169874,-0.6710730186839248,1.466205430668857,2,78,2,5,0
S02830,1.3776686376967406,1,2,4,0.9857061867300356,-0.4458454996583311,0.710830123803646,1.4922829409676703,0.8901657065206723,2,84,2,2,0
S02831,-1.4050385505410514,0,2,4,1.4798843836316025,1.3357548985767576,-1.1621880786273617,-0.880430047037305,-0.3195177141905153,0,30,2,4,0
S02832,-0.9081265526414457,1,1,3,0.583303940681617,1.3357548985767576,-1.3100579367140204,1.0735688842609101,1.1205815961799461,0,85,3,4,0
S02833,1.0795214389569772,0,0,3,-0.856872518860092,-0.4458454996583311,-0.028519166629646597,-0.531501666448338,-1.5868051073165215,2,65,3,2,1
S02834,-1.6038033497008937,0,1,3,0.7103783341705913,1.3357548985767576,0.41509040763032895,1.5620686170854639,0.3717299547873062,0,35,2,1,0
S02835,1.2782862381168194,0,2,0,-1.6899157650655903,0.44495469945921323,-0.521418693585175,1.5620686170854639,0.6597498168613986,2,31,1,5,0
S02836,1.5764334368565829,0,2,3,-0.6380221745179695,1.3357548985767576,-1.6550876055828903,0.5850691514363563,0.08371009271321392,0,80,3,3,0
S02837,0.4832270414774503,1,2,0,-0.24267961699671609,0.44495469945921323,1.3515995088458328,1.6318542932032571,-1.0107653831683368,2,54,0,2,0
S02838,0.7813742402172138,1,1,3,1.1057208916918446,0.44495469945921323,0.41509040763032895,0.5152834753185629,-0.7803494935090629,0,95,1,5,0
S02839,-0.013684956422155378,1,2,0,-0.7227384368439523,1.3357548985767576,-0.6692885516718334,0.30592644696518273,0.42933392720212465,2,78,2,5,0
S02840,-0.013684956422155378,0,1,3,0.9927658752572008,-1.3366456987758755,-0.3735488354985165,-0.880430047037305,-0.37712168660533374,2,68,1,4,0
S02841,-1.2062737513812092,1,1,0,0.3432745307579988,-1.3366456987758755,0.9079899345858573,1.1433545603787034,-0.20430976936087838,2,68,2,3,0
S02842,-1.5044209501209724,0,0,0,-0.4121121416486818,0.44495469945921323,-0.4228387881940693,1.213140236496497,-1.298785245242429,2,80,0,5,0
S02843,-0.3118321551619188,0,1,3,1.0139449408386967,1.3357548985767576,0.6122502184125402,0.23614077084738935,0.8325617341058539,2,36,0,3,0
S02844,-0.8087441530615246,0,2,2,1.148079022854836,0.44495469945921323,1.2037296507591744,-0.2523589619771644,-0.49232963143497066,2,64,0,1,0
S02845,0.5826094410573714,1,2,0,-1.5487219945222854,1.3357548985767576,-1.0143182205407033,0.23614077084738935,0.5445418720317616,2,90,0,1,0
S02846,0.08569744315776577,0,2,4,1.0068852523115313,0.44495469945921323,-1.112898125931809,1.0735688842609101,-1.183577300412792,2,60,1,3,0
S02847,1.6758158364365041,0,2,4,0.8303930391324004,-0.4458454996583311,-0.8664483624540448,-0.531501666448338,0.19891803754285084,0,55,1,2,1
S02848,0.8807566397971349,1,1,3,0.5903636292087822,-1.3366456987758755,-1.1621880786273617,-1.229358427626272,-1.3563892176572476,2,80,1,1,0
S02849,0.08569744315776577,0,2,3,-0.3909330760671861,1.3357548985767576,1.3515995088458328,-0.18257328585937102,-1.298785245242429,2,32,3,5,1
S02850,0.5826094410573714,0,2,2,0.5691845636272865,-1.3366456987758755,-1.3593478894095732,1.4922829409676703,-0.9531614107535183,0,68,1,3,0
S02851,0.7813742402172138,1,2,4,0.025588547035563035,0.44495469945921323,0.710830123803646,-0.4617159903305446,-0.49232963143497066,2,46,1,2,0
S02852,0.7813742402172138,0,2,3,-0.20032148583372464,-0.4458454996583311,-0.8664483624540448,-1.6480724843330323,-1.7020130521461583,2,68,2,4,0
S02853,0.08569744315776577,0,0,2,0.9927658752572008,-0.4458454996583311,0.16864064415256474,1.7016399693210507,1.466205430668857,1,73,2,5,0
S02854,-0.013684956422155378,1,2,3,1.6493169082835681,1.3357548985767576,-0.817158409758492,1.4922829409676703,-0.2619137417756968,2,46,3,3,0
S02855,-1.703185749280815,1,2,2,1.6987347279737248,0.44495469945921323,0.7601200764991988,-0.18257328585937102,-0.2619137417756968,2,96,3,4,0
S02856,0.4832270414774503,1,0,0,0.36445359633949453,1.3357548985767576,0.9079899345858573,1.0735688842609101,1.35099748583922,0,50,0,3,0
S02857,0.980139039377056,0,2,1,0.5762442521544517,-1.3366456987758755,-0.7185785043673864,0.7246405036719431,0.3717299547873062,2,54,0,3,0
S02858,-1.703185749280815,0,2,0,-1.6757963880112596,0.44495469945921323,-1.408637842105126,0.09656941861180256,0.5445418720317616,2,30,1,2,1
S02859,-0.6099793539016822,1,2,3,-1.1039616173108753,1.3357548985767576,1.4501794142369384,0.7246405036719431,-0.2619137417756968,2,50,2,1,1
S02860,-0.3118321551619188,0,0,4,-1.5557816830494506,-0.4458454996583311,0.9079899345858573,0.6548548275541497,0.3717299547873062,2,35,0,1,0
S02861,-0.41121455474183993,0,2,2,1.5928394000662462,0.44495469945921323,-1.112898125931809,1.4922829409676703,1.5238094030836753,2,60,2,3,1
S02862,0.5826094410573714,1,2,3,-1.4922444863049635,-0.4458454996583311,1.6966291777147027,0.9339975320253233,1.6966213203281308,0,58,3,3,0
S02863,0.1850798427376869,0,0,4,0.9292286785127137,-1.3366456987758755,0.710830123803646,1.6318542932032571,-0.6651415486794261,1,70,0,3,0
S02864,-1.5044209501209724,0,1,3,1.40928749835995,0.44495469945921323,-0.07780911932519943,0.37571212308297613,1.2357895410095832,1,53,3,4,1
S02865,1.4770510372766619,0,0,1,0.13148387494304162,-1.3366456987758755,1.6966291777147027,1.6318542932032571,-0.49232963143497066,2,62,2,1,1
S02866,1.6758158364365041,1,0,2,0.5268264324642951,-1.3366456987758755,0.07006073876145907,-1.7178581604508256,-0.8379534659238814,0,56,0,5,0
S02867,-0.013684956422155378,1,2,2,0.5338861209914603,1.3357548985767576,-0.8664483624540448,0.7944261797897365,0.2565220099576693,0,61,1,2,0
S02868,-1.5044209501209724,0,1,0,0.731557399752087,1.3357548985767576,-0.6199985989762806,-0.4617159903305446,1.2357895410095832,1,53,2,2,1
S02869,1.5764334368565829,1,2,1,0.08912574378005018,0.44495469945921323,-0.817158409758492,1.0735688842609101,-1.5868051073165215,1,91,2,1,0
S02870,0.6819918406372927,0,2,2,-1.1392600599467015,-0.4458454996583311,-1.1621880786273617,-0.4617159903305446,-0.8955574383386998,1,95,2,4,1
S02871,-1.2062737513812092,0,0,4,-0.15090366614356795,0.44495469945921323,-1.5565077001917844,-1.438715455979652,-0.2619137417756968,1,32,1,2,0
S02872,-0.7093617534816034,0,2,2,1.3881084327784543,1.3357548985767576,-0.9650282678451505,-1.5085011320974455,1.35099748583922,2,92,2,3,0
S02873,0.7813742402172138,0,0,2,-0.0520680267632546,0.44495469945921323,-0.9650282678451505,1.0735688842609101,1.1781855685947646,0,87,0,2,0
S02874,-1.2062737513812092,1,2,4,-0.39799276459435134,0.44495469945921323,1.598049272323597,0.8642118559075299,-0.49232963143497066,2,93,3,2,0
S02875,-1.106891351801288,1,2,0,-0.34151525637702945,-0.4458454996583311,0.8586999818903045,-0.4617159903305446,1.5238094030836753,2,33,3,4,0
S02876,0.08569744315776577,0,0,4,-0.36269432195852513,-0.4458454996583311,-1.1621880786273617,1.0037832081431166,-0.08910182453124146,0,31,3,4,0
S02877,0.8807566397971349,1,1,1,-0.09442615792624603,0.44495469945921323,1.6473392250191499,-0.8106443709195116,0.19891803754285084,1,74,3,1,0
S02878,1.4770510372766619,0,2,2,-1.216916633745519,0.44495469945921323,-1.408637842105126,-1.5085011320974455,-0.8379534659238814,2,59,3,2,0
S02879,-0.9081265526414457,1,1,2,-0.22856023994238558,1.3357548985767576,0.41509040763032895,-0.11278760974157763,1.6390173479133123,0,76,1,1,0
S02880,0.8807566397971349,1,0,2,1.1904371540178276,0.44495469945921323,0.2672205495436704,1.7016399693210507,-1.3563892176572476,0,63,2,2,0
S02881,-1.703185749280815,1,2,2,-0.5674252892463171,-1.3366456987758755,-0.12709907202075227,-0.6710730186839248,0.08371009271321392,2,77,2,4,0
S02882,0.1850798427376869,2,1,2,-1.591080125685277,0.44495469945921323,-1.704377558278443,0.16635509472959595,-0.20430976936087838,2,40,1,2,0
S02883,1.0795214389569772,1,2,4,-1.5134235518864592,0.44495469945921323,1.1544396980636216,-0.7408586948017182,-0.9531614107535183,1,82,1,3,0
S02884,-0.11306735600207653,1,2,2,0.45622954719264264,0.44495469945921323,0.3165105022392233,-0.880430047037305,1.2933935134244015,1,44,1,4,0
S02885,-0.5105969543217611,1,2,0,1.084541826110349,-0.4458454996583311,0.5629602657169874,1.213140236496497,-1.298785245242429,2,60,0,3,0
S02886,1.4770510372766619,1,0,1,1.5787200230119158,0.44495469945921323,1.006569839976963,0.16635509472959595,-1.183577300412792,1,78,0,5,0
S02887,0.1850798427376869,0,1,2,-1.09690192878371,-0.4458454996583311,-0.5707086462807278,0.7944261797897365,1.5814133754984938,2,86,2,3,0
S02888,-1.703185749280815,0,2,3,1.4940037606859329,-1.3366456987758755,1.2037296507591744,-1.438715455979652,-1.1259733279979738,0,92,1,3,0
S02889,0.6819918406372927,1,0,2,0.6186023833174432,1.3357548985767576,0.2672205495436704,0.09656941861180256,-1.2411812728276106,0,62,3,1,0
S02890,0.8807566397971349,0,2,3,0.9151093014583832,-0.4458454996583311,-0.6199985989762806,0.09656941861180256,-0.8379534659238814,0,31,3,4,0
S02891,-0.3118321551619188,1,2,0,-0.2850377481597075,1.3357548985767576,0.3165105022392233,1.4922829409676703,0.8325617341058539,1,88,1,2,0
S02892,0.2844622423176081,0,2,1,0.8233333506052352,-1.3366456987758755,-1.3100579367140204,1.3527115887320835,0.8901657065206723,2,49,3,2,1
S02893,0.1850798427376869,1,2,2,-1.3510507157616587,0.44495469945921323,-0.8664483624540448,0.9339975320253233,-0.9531614107535183,2,90,3,5,1
S02894,0.2844622423176081,1,2,3,-1.153379437001032,-1.3366456987758755,1.598049272323597,0.5850691514363563,-1.298785245242429,1,50,3,5,0
S02895,0.4832270414774503,1,0,2,1.1410193343276709,0.44495469945921323,-0.4228387881940693,-0.9502157231550984,0.08371009271321392,2,97,3,5,0
S02896,-1.0075089522213667,0,0,0,0.3432745307579988,-0.4458454996583311,-1.3593478894095732,-0.3919303142127512,0.9477696789354908,2,82,1,4,0
S02897,-0.11306735600207653,1,2,4,1.6634362853378986,-0.4458454996583311,-0.6199985989762806,-0.04300193362378423,0.6597498168613986,2,68,3,5,0
S02898,0.08569744315776577,1,2,4,-0.8709918959144224,1.3357548985767576,0.8094100291947516,1.3527115887320835,1.1781855685947646,0,87,1,3,0
S02899,-0.21244975558199766,1,1,4,0.6962589571162608,0.44495469945921323,-0.817158409758492,-1.5085011320974455,1.6966213203281308,1,87,0,1,1
S02900,-0.013684956422155378,1,0,1,1.232795285180819,-1.3366456987758755,-0.817158409758492,1.0037832081431166,1.6966213203281308,1,96,3,1,0
S02901,-1.703185749280815,0,0,3,0.5268264324642951,0.44495469945921323,0.9572798872814101,0.5152834753185629,-0.4347256590201522,2,79,1,5,0
S02902,0.2844622423176081,1,2,2,0.30797608812217264,0.44495469945921323,0.9572798872814101,0.16635509472959595,1.6390173479133123,2,89,1,5,1
S02903,1.2782862381168194,0,2,3,1.204556531072158,-0.4458454996583311,1.2037296507591744,-0.04300193362378423,-1.1259733279979738,2,59,3,3,0
S02904,-0.41121455474183993,0,0,4,-0.34151525637702945,0.44495469945921323,-0.9650282678451505,-0.04300193362378423,1.5814133754984938,2,38,2,5,1
S02905,0.980139039377056,1,2,0,-0.07324709234475033,-1.3366456987758755,1.006569839976963,0.9339975320253233,-1.298785245242429,1,86,1,4,0
S02906,-1.106891351801288,1,0,2,-0.24973930552388132,-1.3366456987758755,-1.5565077001917844,0.6548548275541497,-0.37712168660533374,2,72,3,3,0
S02907,0.1850798427376869,1,0,2,-1.0616034861478838,0.44495469945921323,-0.1763890247163051,-0.11278760974157763,0.19891803754285084,1,47,3,5,0
S02908,-0.013684956422155378,0,0,3,-0.18620210877939417,0.44495469945921323,1.6473392250191499,0.09656941861180256,1.0629776237651276,2,78,3,4,0
S02909,-0.8087441530615246,1,1,3,-0.3203361907955337,0.44495469945921323,0.6122502184125402,-1.5085011320974455,1.1205815961799461,2,95,0,3,0
S02910,-0.7093617534816034,0,0,2,0.7386170882792522,-1.3366456987758755,-0.8664483624540448,0.7246405036719431,-1.529201134901703,1,87,0,2,0
S02911,-0.41121455474183993,0,2,2,1.4445859409957762,-1.3366456987758755,-1.1621880786273617,0.8642118559075299,0.8325617341058539,2,67,3,4,1
S02912,-0.41121455474183993,0,0,2,-1.6051995027396073,1.3357548985767576,-0.7185785043673864,1.6318542932032571,1.0629776237651276,1,50,3,3,0
S02913,-1.5044209501209724,0,0,4,-0.80039501064277,1.3357548985767576,0.21793059684811758,-1.7178581604508256,-0.49232963143497066,2,69,2,5,0
S02914,-0.11306735600207653,0,2,1,1.2257355966536538,-1.3366456987758755,-0.6199985989762806,1.6318542932032571,0.42933392720212465,2,51,3,3,0
S02915,-1.3056561509611302,0,2,3,-0.20032148583372464,1.3357548985767576,-1.0636081732362561,1.422497264849877,1.4086014582540385,2,53,3,2,0
S02916,-0.6099793539016822,1,0,3,-0.6521415515723,1.3357548985767576,-1.4579277948006788,-0.531501666448338,-1.3563892176572476,1,59,1,2,1
S02917,-0.21244975558199766,1,0,3,0.731557399752087,-1.3366456987758755,-1.5072177474962316,1.2829259126142902,1.6966213203281308,2,74,2,5,0
S02918,-0.9081265526414457,1,2,3,1.1833774654906624,1.3357548985767576,1.3515995088458328,-0.4617159903305446,-0.20430976936087838,2,35,1,2,0
S02919,0.1850798427376869,1,2,0,0.9786464982028704,1.3357548985767576,-1.4579277948006788,0.5152834753185629,1.5814133754984938,2,92,1,2,0
S02920,-1.4050385505410514,1,1,2,0.6962589571162608,-1.3366456987758755,-0.6692885516718334,1.0735688842609101,0.7749577616910355,2,63,0,5,0
S02921,1.3776686376967406,1,2,3,-1.4004685354518154,-0.4458454996583311,1.2037296507591744,-0.4617159903305446,-0.8379534659238814,2,32,1,5,0
S02922,-0.3118321551619188,1,0,2,-1.6122591912667725,-1.3366456987758755,0.5629602657169874,0.23614077084738935,-1.2411812728276106,1,48,2,2,0
S02923,0.1850798427376869,1,2,3,-0.50388809250183,-1.3366456987758755,-0.22567897741185794,-0.880430047037305,0.6597498168613986,2,56,3,4,0
S02924,-0.5105969543217611,1,2,1,0.5691845636272865,1.3357548985767576,-0.07780911932519943,1.0735688842609101,1.5238094030836753,1,74,1,3,0
S02925,0.1850798427376869,0,2,3,-1.5134235518864592,-1.3366456987758755,1.4008894615413856,1.2829259126142902,1.6966213203281308,2,32,0,3,0
S02926,0.08569744315776577,0,2,4,-0.8780515844415876,-0.4458454996583311,-0.12709907202075227,0.6548548275541497,1.2357895410095832,2,53,0,5,0
S02927,-1.0075089522213667,0,1,1,0.5127070554099645,1.3357548985767576,-0.2749689301074108,0.16635509472959595,0.42933392720212465,2,35,2,4,1
S02928,0.4832270414774503,1,0,1,0.7739155309150785,0.44495469945921323,-0.028519166629646597,0.5152834753185629,-0.14670579694605992,2,93,3,3,0
S02929,0.6819918406372927,1,2,4,1.3739890557241239,-1.3366456987758755,0.8586999818903045,0.6548548275541497,1.5814133754984938,0,46,0,4,0
S02930,0.4832270414774503,1,2,4,1.5928394000662462,-0.4458454996583311,-0.028519166629646597,0.02678374249400916,-0.2619137417756968,1,54,0,1,0
